name,length,avg_gradient,steepest_section,elevation_gain,duration,latitude,longitude,url
Kuiperberg vanuit Ootmarsum,De Kuiperberg vanuit Ootmarsum is 1.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Kuiperberg vanuit Ootmarsum is 2.4%.,De steilste 100 meter van de Kuiperberg vanuit Ootmarsum zijn gemiddeld 6.1%.,De top van de Kuiperberg vanuit Ootmarsum ligt op 67 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:12:22 over de Kuiperberg vanuit Ootmarsum. Bij 11 km/u is de tijd 00:07:52 en bij 15 km/u 00:05:46. Voor de snelste fietsers is 00:04:33 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/kuiperberg
Banholt via Bergstraat,De Banholt via Bergstraat is 0.7 kilometer lang.,Het gemiddelde stijgingspercentage van de Banholt via Bergstraat is 4.6%.,De steilste 100 meter van de Banholt via Bergstraat zijn gemiddeld 6.3%.,De top van de Banholt via Bergstraat ligt op 185 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:06:06 over de Banholt via Bergstraat. Bij 11 km/u is de tijd 00:03:53 en bij 15 km/u 00:02:50. Voor de snelste fietsers is 00:02:14 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/bergstraat
Slavante,De Slavante is 0.3 kilometer lang.,Het gemiddelde stijgingspercentage van de Slavante is 7.6%.,De steilste 100 meter van de Slavante zijn gemiddeld 9.2%.,De top van de Slavante ligt op 75 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:02:29 over de Slavante. Bij 11 km/u is de tijd 00:01:35 en bij 15 km/u 00:01:09. Voor de snelste fietsers is 00:00:55 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/slavante
Waterval vanuit Meerssen,De Waterval vanuit Meerssen is 2.1 kilometer lang.,Het gemiddelde stijgingspercentage van de Waterval vanuit Meerssen is 2.3%.,De steilste 100 meter van de Waterval vanuit Meerssen zijn gemiddeld 5.2%.,De top van de Waterval vanuit Meerssen ligt op 123 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:18:07 over de Waterval vanuit Meerssen. Bij 11 km/u is de tijd 00:11:32 en bij 15 km/u 00:08:27. Voor de snelste fietsers is 00:06:40 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/waterval-meerssen
Holterberg Noord,De Holterberg Noord is 1.7 kilometer lang.,Het gemiddelde stijgingspercentage van de Holterberg Noord is 2.2%.,De steilste 100 meter van de Holterberg Noord zijn gemiddeld 8.1%.,De top van de Holterberg Noord ligt op 59 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:14:26 over de Holterberg Noord. Bij 11 km/u is de tijd 00:09:11 en bij 15 km/u 00:06:44. Voor de snelste fietsers is 00:05:19 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/holterberg-noord
Zandberg,De Zandberg is 0.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Zandberg is 7.5%.,De steilste 100 meter van de Zandberg zijn gemiddeld 12.2%.,De top van de Zandberg ligt op 95 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:03:04 over de Zandberg. Bij 11 km/u is de tijd 00:01:57 en bij 15 km/u 00:01:26. Voor de snelste fietsers is 00:01:08 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/zandberg
Klimmen vanuit Valkenburg,De Klimmen vanuit Valkenburg is 3.3 kilometer lang.,Het gemiddelde stijgingspercentage van de Klimmen vanuit Valkenburg is 2%.,De steilste 100 meter van de Klimmen vanuit Valkenburg zijn gemiddeld 6.7%.,De top van de Klimmen vanuit Valkenburg ligt op 141 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:28:29 over de Klimmen vanuit Valkenburg. Bij 11 km/u is de tijd 00:18:07 en bij 15 km/u 00:13:17. Voor de snelste fietsers is 00:10:29 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/klimmen-valkenburg
Ruiterberg vanuit Doorn,De Ruiterberg vanuit Doorn is 1.2 kilometer lang.,Het gemiddelde stijgingspercentage van de Ruiterberg vanuit Doorn is 2.8%.,De steilste 100 meter van de Ruiterberg vanuit Doorn zijn gemiddeld 5.6%.,De top van de Ruiterberg vanuit Doorn ligt op 46 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:10:13 over de Ruiterberg vanuit Doorn. Bij 11 km/u is de tijd 00:06:30 en bij 15 km/u 00:04:46. Voor de snelste fietsers is 00:03:46 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/ruiterberg-zuid
Schaapsdries,De Schaapsdries is 1.5 kilometer lang.,Het gemiddelde stijgingspercentage van de Schaapsdries is 5%.,De steilste 100 meter van de Schaapsdries zijn gemiddeld 8.5%.,De top van de Schaapsdries ligt op 166 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:13:12 over de Schaapsdries. Bij 11 km/u is de tijd 00:08:24 en bij 15 km/u 00:06:09. Voor de snelste fietsers is 00:04:51 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/schaapsdries
Savelsbos,De Savelsbos is 2.6 kilometer lang.,Het gemiddelde stijgingspercentage van de Savelsbos is 3.2%.,De steilste 100 meter van de Savelsbos zijn gemiddeld 7.7%.,De top van de Savelsbos ligt op 140 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:21:55 over de Savelsbos. Bij 11 km/u is de tijd 00:13:56 en bij 15 km/u 00:10:13. Voor de snelste fietsers is 00:08:04 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/savelsbos
Kleverberg vanuit Strabeek,De Kleverberg vanuit Strabeek is 2.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Kleverberg vanuit Strabeek is 2.8%.,De steilste 100 meter van de Kleverberg vanuit Strabeek zijn gemiddeld 8.4%.,De top van de Kleverberg vanuit Strabeek ligt op 130 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:20:32 over de Kleverberg vanuit Strabeek. Bij 11 km/u is de tijd 00:13:04 en bij 15 km/u 00:09:35. Voor de snelste fietsers is 00:07:34 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/kleverberg
Grote Koningsbelt vanuit Haarle,De Grote Koningsbelt vanuit Haarle is 2 kilometer lang.,Het gemiddelde stijgingspercentage van de Grote Koningsbelt vanuit Haarle is 2.4%.,De steilste 100 meter van de Grote Koningsbelt vanuit Haarle zijn gemiddeld 6.8%.,De top van de Grote Koningsbelt vanuit Haarle ligt op 66 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:16:46 over de Grote Koningsbelt vanuit Haarle. Bij 11 km/u is de tijd 00:10:40 en bij 15 km/u 00:07:49. Voor de snelste fietsers is 00:06:10 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/grote-koningsbelt-haarle
Sint Joseph vanuit Maastricht,De Sint Joseph vanuit Maastricht is 1.5 kilometer lang.,Het gemiddelde stijgingspercentage van de Sint Joseph vanuit Maastricht is 4.3%.,De steilste 100 meter van de Sint Joseph vanuit Maastricht zijn gemiddeld 10.6%.,De top van de Sint Joseph vanuit Maastricht ligt op 125 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:12:28 over de Sint Joseph vanuit Maastricht. Bij 11 km/u is de tijd 00:07:56 en bij 15 km/u 00:05:49. Voor de snelste fietsers is 00:04:35 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/sint-joseph
Duivelsberg vanuit Berg en Dal,De Duivelsberg vanuit Berg en Dal is 0.3 kilometer lang.,Het gemiddelde stijgingspercentage van de Duivelsberg vanuit Berg en Dal is 5.2%.,De steilste 100 meter van de Duivelsberg vanuit Berg en Dal zijn gemiddeld 5.5%.,De top van de Duivelsberg vanuit Berg en Dal ligt op 69 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:02:27 over de Duivelsberg vanuit Berg en Dal. Bij 11 km/u is de tijd 00:01:33 en bij 15 km/u 00:01:08. Voor de snelste fietsers is 00:00:54 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/duivelsberg-berg-en-dal
Grebbeberg vanuit Rhenen,De Grebbeberg vanuit Rhenen is 1.5 kilometer lang.,Het gemiddelde stijgingspercentage van de Grebbeberg vanuit Rhenen is 1.6%.,De steilste 100 meter van de Grebbeberg vanuit Rhenen zijn gemiddeld 5.8%.,De top van de Grebbeberg vanuit Rhenen ligt op 50 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:13:08 over de Grebbeberg vanuit Rhenen. Bij 11 km/u is de tijd 00:08:22 en bij 15 km/u 00:06:08. Voor de snelste fietsers is 00:04:50 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/grebbeberg-rhenen
Reijmerstokkerdorpsstraat via Reijmerstok,De Reijmerstokkerdorpsstraat via Reijmerstok is 3.3 kilometer lang.,Het gemiddelde stijgingspercentage van de Reijmerstokkerdorpsstraat via Reijmerstok is 2%.,De steilste 100 meter van de Reijmerstokkerdorpsstraat via Reijmerstok zijn gemiddeld 4%.,De top van de Reijmerstokkerdorpsstraat via Reijmerstok ligt op 183 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:28:20 over de Reijmerstokkerdorpsstraat via Reijmerstok. Bij 11 km/u is de tijd 00:18:01 en bij 15 km/u 00:13:13. Voor de snelste fietsers is 00:10:26 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/reijmerstokkerdorpsstraat
Tankenberg via Alleeweg,De Tankenberg via Alleeweg is 0.6 kilometer lang.,Het gemiddelde stijgingspercentage van de Tankenberg via Alleeweg is 4.7%.,De steilste 100 meter van de Tankenberg via Alleeweg zijn gemiddeld 8.3%.,De top van de Tankenberg via Alleeweg ligt op 83 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:05:18 over de Tankenberg via Alleeweg. Bij 11 km/u is de tijd 00:03:22 en bij 15 km/u 00:02:28. Voor de snelste fietsers is 00:01:57 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/tankenberg-oost
Aardmansberg vanuit Nieuw-Milligen,De Aardmansberg vanuit Nieuw-Milligen is 4.1 kilometer lang.,Het gemiddelde stijgingspercentage van de Aardmansberg vanuit Nieuw-Milligen is 1.7%.,De steilste 100 meter van de Aardmansberg vanuit Nieuw-Milligen zijn gemiddeld 4.5%.,De top van de Aardmansberg vanuit Nieuw-Milligen ligt op 103 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:34:48 over de Aardmansberg vanuit Nieuw-Milligen. Bij 11 km/u is de tijd 00:22:09 en bij 15 km/u 00:16:14. Voor de snelste fietsers is 00:12:49 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/aardmansberg
Het Vette Nijlpaard via Bosweg,De Het Vette Nijlpaard via Bosweg is 1.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Het Vette Nijlpaard via Bosweg is 4.4%.,De steilste 100 meter van de Het Vette Nijlpaard via Bosweg zijn gemiddeld 11.2%.,De top van de Het Vette Nijlpaard via Bosweg ligt op 93 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:12:12 over de Het Vette Nijlpaard via Bosweg. Bij 11 km/u is de tijd 00:07:46 en bij 15 km/u 00:05:42. Voor de snelste fietsers is 00:04:30 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/het-vette-nijlpaard-klarenbeek
Putberg,De Putberg is 2.2 kilometer lang.,Het gemiddelde stijgingspercentage van de Putberg is 3.4%.,De steilste 100 meter van de Putberg zijn gemiddeld 8.4%.,De top van de Putberg ligt op 189 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:18:30 over de Putberg. Bij 11 km/u is de tijd 00:11:46 en bij 15 km/u 00:08:38. Voor de snelste fietsers is 00:06:49 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/putberg
Scheumermolenweg,De Scheumermolenweg is 1.5 kilometer lang.,Het gemiddelde stijgingspercentage van de Scheumermolenweg is 5.1%.,De steilste 100 meter van de Scheumermolenweg zijn gemiddeld 9.7%.,De top van de Scheumermolenweg ligt op 166 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:12:52 over de Scheumermolenweg. Bij 11 km/u is de tijd 00:08:11 en bij 15 km/u 00:06:00. Voor de snelste fietsers is 00:04:44 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/scheumermolenweg
Kruisberg vanuit Eys via Kelderweg,De Kruisberg vanuit Eys via Kelderweg is 0.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Kruisberg vanuit Eys via Kelderweg is 6%.,De steilste 100 meter van de Kruisberg vanuit Eys via Kelderweg zijn gemiddeld 12.3%.,De top van de Kruisberg vanuit Eys via Kelderweg ligt op 165 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:07:09 over de Kruisberg vanuit Eys via Kelderweg. Bij 11 km/u is de tijd 00:04:33 en bij 15 km/u 00:03:20. Voor de snelste fietsers is 00:02:38 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/kruisberg-eys-kelderweg
Emmaberg vanuit Valkenburg,De Emmaberg vanuit Valkenburg is 1.5 kilometer lang.,Het gemiddelde stijgingspercentage van de Emmaberg vanuit Valkenburg is 3.7%.,De steilste 100 meter van de Emmaberg vanuit Valkenburg zijn gemiddeld 6%.,De top van de Emmaberg vanuit Valkenburg ligt op 130 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:12:57 over de Emmaberg vanuit Valkenburg. Bij 11 km/u is de tijd 00:08:14 en bij 15 km/u 00:06:02. Voor de snelste fietsers is 00:04:46 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/emmaberg
Boschweg / Heekerbosch,De Boschweg / Heekerbosch is 0.5 kilometer lang.,Het gemiddelde stijgingspercentage van de Boschweg / Heekerbosch is 8.1%.,De steilste 100 meter van de Boschweg / Heekerbosch zijn gemiddeld 11.9%.,De top van de Boschweg / Heekerbosch ligt op 138 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:03:58 over de Boschweg / Heekerbosch. Bij 11 km/u is de tijd 00:02:31 en bij 15 km/u 00:01:51. Voor de snelste fietsers is 00:01:27 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/boschweg
Ravensbosch via Bosstraat,De Ravensbosch via Bosstraat is 0.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Ravensbosch via Bosstraat is 6.5%.,De steilste 100 meter van de Ravensbosch via Bosstraat zijn gemiddeld 10.7%.,De top van de Ravensbosch via Bosstraat ligt op 133 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:06:26 over de Ravensbosch via Bosstraat. Bij 11 km/u is de tijd 00:04:05 en bij 15 km/u 00:03:00. Voor de snelste fietsers is 00:02:22 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/ravensbosch
Zevenheuvelenweg vanuit Berg en Dal,De Zevenheuvelenweg vanuit Berg en Dal is 0.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Zevenheuvelenweg vanuit Berg en Dal is 2.3%.,De steilste 100 meter van de Zevenheuvelenweg vanuit Berg en Dal zijn gemiddeld 3.2%.,De top van de Zevenheuvelenweg vanuit Berg en Dal ligt op 99 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:07:13 over de Zevenheuvelenweg vanuit Berg en Dal. Bij 11 km/u is de tijd 00:04:35 en bij 15 km/u 00:03:22. Voor de snelste fietsers is 00:02:39 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/zevenheuvelenweg-berg-en-dal
Wachelderberg vanuit Voerendaal,De Wachelderberg vanuit Voerendaal is 2.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Wachelderberg vanuit Voerendaal is 3.2%.,De steilste 100 meter van de Wachelderberg vanuit Voerendaal zijn gemiddeld 10.2%.,De top van de Wachelderberg vanuit Voerendaal ligt op 186 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:23:36 over de Wachelderberg vanuit Voerendaal. Bij 11 km/u is de tijd 00:15:01 en bij 15 km/u 00:11:00. Voor de snelste fietsers is 00:08:41 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/wachelderberg
Schaapsallee vanuit Laag-Soeren,De Schaapsallee vanuit Laag-Soeren is 4.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Schaapsallee vanuit Laag-Soeren is 1.9%.,De steilste 100 meter van de Schaapsallee vanuit Laag-Soeren zijn gemiddeld 5.4%.,De top van de Schaapsallee vanuit Laag-Soeren ligt op 96 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:40:51 over de Schaapsallee vanuit Laag-Soeren. Bij 11 km/u is de tijd 00:25:59 en bij 15 km/u 00:19:03. Voor de snelste fietsers is 00:15:03 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/schaapsallee
Hurpesch,De Hurpesch is 1.7 kilometer lang.,Het gemiddelde stijgingspercentage van de Hurpesch is 3.5%.,De steilste 100 meter van de Hurpesch zijn gemiddeld 8.1%.,De top van de Hurpesch ligt op 167 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:14:57 over de Hurpesch. Bij 11 km/u is de tijd 00:09:31 en bij 15 km/u 00:06:58. Voor de snelste fietsers is 00:05:30 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/hurpesch
Moerslag,De Moerslag is 0.6 kilometer lang.,Het gemiddelde stijgingspercentage van de Moerslag is 5.3%.,De steilste 100 meter van de Moerslag zijn gemiddeld 6.6%.,De top van de Moerslag ligt op 127 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:05:29 over de Moerslag. Bij 11 km/u is de tijd 00:03:29 en bij 15 km/u 00:02:33. Voor de snelste fietsers is 00:02:01 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/moerslag
Kruisberg vanuit Meerssen,De Kruisberg vanuit Meerssen is 1.5 kilometer lang.,Het gemiddelde stijgingspercentage van de Kruisberg vanuit Meerssen is 3.7%.,De steilste 100 meter van de Kruisberg vanuit Meerssen zijn gemiddeld 6.6%.,De top van de Kruisberg vanuit Meerssen ligt op 111 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:12:31 over de Kruisberg vanuit Meerssen. Bij 11 km/u is de tijd 00:07:58 en bij 15 km/u 00:05:50. Voor de snelste fietsers is 00:04:36 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/kruisberg-meerssen
Hoogstraat vanuit Rijksstraatweg,De Hoogstraat vanuit Rijksstraatweg is 1.1 kilometer lang.,Het gemiddelde stijgingspercentage van de Hoogstraat vanuit Rijksstraatweg is 2.6%.,De steilste 100 meter van de Hoogstraat vanuit Rijksstraatweg zijn gemiddeld 7%.,De top van de Hoogstraat vanuit Rijksstraatweg ligt op 45 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:09:31 over de Hoogstraat vanuit Rijksstraatweg. Bij 11 km/u is de tijd 00:06:03 en bij 15 km/u 00:04:26. Voor de snelste fietsers is 00:03:30 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/hoogstraat
Dorpsstraat Mheer,De Dorpsstraat Mheer is 0.5 kilometer lang.,Het gemiddelde stijgingspercentage van de Dorpsstraat Mheer is 6.7%.,De steilste 100 meter van de Dorpsstraat Mheer zijn gemiddeld 10.6%.,De top van de Dorpsstraat Mheer ligt op 172 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:03:59 over de Dorpsstraat Mheer. Bij 11 km/u is de tijd 00:02:32 en bij 15 km/u 00:01:51. Voor de snelste fietsers is 00:01:28 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/dorpsstraat-mheer
Klingeleberg via Schanternelsweg,De Klingeleberg via Schanternelsweg is 1.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Klingeleberg via Schanternelsweg is 4.6%.,De steilste 100 meter van de Klingeleberg via Schanternelsweg zijn gemiddeld 13.1%.,De top van de Klingeleberg via Schanternelsweg ligt op 201 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:11:46 over de Klingeleberg via Schanternelsweg. Bij 11 km/u is de tijd 00:07:29 en bij 15 km/u 00:05:29. Voor de snelste fietsers is 00:04:20 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/klingeleberg
Kollenberg vanuit Sittard,De Kollenberg vanuit Sittard is 0.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Kollenberg vanuit Sittard is 7.1%.,De steilste 100 meter van de Kollenberg vanuit Sittard zijn gemiddeld 8%.,De top van de Kollenberg vanuit Sittard ligt op 86 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:03:38 over de Kollenberg vanuit Sittard. Bij 11 km/u is de tijd 00:02:19 en bij 15 km/u 00:01:42. Voor de snelste fietsers is 00:01:20 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/kollenberg-sittard
Hulsveld,De Hulsveld is 0.9 kilometer lang.,Het gemiddelde stijgingspercentage van de Hulsveld is 7.6%.,De steilste 100 meter van de Hulsveld zijn gemiddeld 12.8%.,De top van de Hulsveld ligt op 214 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:07:58 over de Hulsveld. Bij 11 km/u is de tijd 00:05:04 en bij 15 km/u 00:03:43. Voor de snelste fietsers is 00:02:56 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/hulsveld
Laarsenberg vanuit Laareind,De Laarsenberg vanuit Laareind is 0.9 kilometer lang.,Het gemiddelde stijgingspercentage van de Laarsenberg vanuit Laareind is 4.6%.,De steilste 100 meter van de Laarsenberg vanuit Laareind zijn gemiddeld 6.8%.,De top van de Laarsenberg vanuit Laareind ligt op 51 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:07:42 over de Laarsenberg vanuit Laareind. Bij 11 km/u is de tijd 00:04:54 en bij 15 km/u 00:03:36. Voor de snelste fietsers is 00:02:50 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/laarsenberg-oost
